case_id,phase,paper_model_id,paper_label,dataset_spec,repeat_count,total_repeat_count,valid_repeat_count,failed_repeat_count,feasible,oom_or_runtime_error_any,figure_membership,claim_membership,baseline_case_id,rewrite_type,iter_time_ms_mean_n,iter_time_ms_mean_mean,iter_time_ms_mean_std,iter_time_ms_mean_ci95_halfwidth,iter_time_ms_mean_min,iter_time_ms_mean_max,iter_time_ms_mean_p50,iter_time_ms_mean_p95,tokens_per_second_mean_n,tokens_per_second_mean_mean,tokens_per_second_mean_std,tokens_per_second_mean_ci95_halfwidth,tokens_per_second_mean_min,tokens_per_second_mean_max,tokens_per_second_mean_p50,tokens_per_second_mean_p95,samples_per_second_mean_n,samples_per_second_mean_mean,samples_per_second_mean_std,samples_per_second_mean_ci95_halfwidth,samples_per_second_mean_min,samples_per_second_mean_max,samples_per_second_mean_p50,samples_per_second_mean_p95,grad_norm_mean_n,grad_norm_mean_mean,grad_norm_mean_std,grad_norm_mean_ci95_halfwidth,grad_norm_mean_min,grad_norm_mean_max,grad_norm_mean_p50,grad_norm_mean_p95,learning_rate_mean_n,learning_rate_mean_mean,learning_rate_mean_std,learning_rate_mean_ci95_halfwidth,learning_rate_mean_min,learning_rate_mean_max,learning_rate_mean_p50,learning_rate_mean_p95,throughput_per_gpu_tflops_mean_n,throughput_per_gpu_tflops_mean_mean,throughput_per_gpu_tflops_mean_std,throughput_per_gpu_tflops_mean_ci95_halfwidth,throughput_per_gpu_tflops_mean_min,throughput_per_gpu_tflops_mean_max,throughput_per_gpu_tflops_mean_p50,throughput_per_gpu_tflops_mean_p95,peak_allocated_mb_mean_n,peak_allocated_mb_mean_mean,peak_allocated_mb_mean_std,peak_allocated_mb_mean_ci95_halfwidth,peak_allocated_mb_mean_min,peak_allocated_mb_mean_max,peak_allocated_mb_mean_p50,peak_allocated_mb_mean_p95,peak_reserved_mb_mean_n,peak_reserved_mb_mean_mean,peak_reserved_mb_mean_std,peak_reserved_mb_mean_ci95_halfwidth,peak_reserved_mb_mean_min,peak_reserved_mb_mean_max,peak_reserved_mb_mean_p50,peak_reserved_mb_mean_p95,gpu_util_mean_n,gpu_util_mean_mean,gpu_util_mean_std,gpu_util_mean_ci95_halfwidth,gpu_util_mean_min,gpu_util_mean_max,gpu_util_mean_p50,gpu_util_mean_p95,power_w_mean_n,power_w_mean_mean,power_w_mean_std,power_w_mean_ci95_halfwidth,power_w_mean_min,power_w_mean_max,power_w_mean_p50,power_w_mean_p95,loss_steady_mean_n,loss_steady_mean_mean,loss_steady_mean_std,loss_steady_mean_ci95_halfwidth,loss_steady_mean_min,loss_steady_mean_max,loss_steady_mean_p50,loss_steady_mean_p95,rank_skew_percent_n,rank_skew_percent_mean,rank_skew_percent_std,rank_skew_percent_ci95_halfwidth,rank_skew_percent_min,rank_skew_percent_max,rank_skew_percent_p50,rank_skew_percent_p95
proxy_qwen8b_pp2_fsdp,proxy,proxy-qwen3-8b,8B proxy PP2+FSDP,proxy_public_subset_v1,1,10,1,9,True,True,,,,,1,2300.1625,0.0,,2300.1625,2300.1625,2300.1625,2300.1625,1,7123.066416591548,0.0,,7123.066416591548,7123.066416591548,7123.066416591548,7123.066416591548,1,3.4780597737263417,0.0,,3.4780597737263417,3.4780597737263417,3.4780597737263417,3.4780597737263417,1,15.33525,0.0,,15.33525,15.33525,15.33525,15.33525,1,2.363171e-05,0.0,,2.363171e-05,2.363171e-05,2.363171e-05,2.363171e-05,1,38.99375,0.0,,38.99375,38.99375,38.99375,38.99375,1,27622.955,0.0,,27622.955,27622.955,27622.955,27622.955,1,28543.0,0.0,,28543.0,28543.0,28543.0,28543.0,0,,,,,,,,0,,,,,,,,1,11.8548175,0.0,,11.8548175,11.8548175,11.8548175,11.8548175,1,15.536824354961295,0.0,,15.536824354961295,15.536824354961295,15.536824354961295,15.536824354961295
qwen14b_pp2_fsdp,baseline,qwen3-14b,14B PP2+FSDP,formal_public_fineweb_edu_v1,0,1,0,1,False,True,"fig2,fig3","baseline_throughput,pp_fsdp_tradeoff",,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,1,5.483695652173913,0.0,,5.483695652173913,5.483695652173913,5.483695652173913,5.483695652173913,1,68.1413043478261,0.0,,68.1413043478261,68.1413043478261,68.1413043478261,68.1413043478261,0,,,,,,,,0,,,,,,,
qwen14b_pp4_fsdp,baseline,qwen3-14b,14B PP4+FSDP,formal_public_fineweb_edu_v1,0,1,0,1,False,True,"fig2,fig3","baseline_throughput,pp_fsdp_tradeoff",,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,
qwen30b_pp4_ep2_dp1,baseline,qwen3-30b-a3b,30B PP4 EP2 DP1,formal_public_fineweb_edu_v1,0,1,0,1,False,True,fig2,"moe_feasibility,ep_tradeoff",,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,1,9.744791666666666,0.0,,9.744791666666666,9.744791666666666,9.744791666666666,9.744791666666666,1,67.75520833333333,0.0,,67.75520833333333,67.75520833333333,67.75520833333333,67.75520833333333,0,,,,,,,,0,,,,,,,
qwen8b_fsdp_only,baseline,qwen3-8b,8B FSDP-only,formal_public_fineweb_edu_v1,0,1,0,1,False,True,"fig2,fig3","available_dense_baseline,fsdp_comparison",,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,1,6.119565217391305,0.0,,6.119565217391305,6.119565217391305,6.119565217391305,6.119565217391305,1,66.13586956521739,0.0,,66.13586956521739,66.13586956521739,66.13586956521739,66.13586956521739,0,,,,,,,,0,,,,,,,
qwen8b_pp2_fsdp,baseline,qwen3-8b,8B PP2+FSDP,formal_public_fineweb_edu_v1,3,4,3,1,True,True,"fig2,fig3",available_dense_baseline,,,3,2299.3258333333333,1.6015038505522208,3.9786772067032254,2298.285,2301.17,2298.5225,2300.9052500000003,3,7125.664904207926,4.939314208015522,12.27092700988542,7119.975457958402,7128.855280158278,7128.163974507098,7128.78614959316,3,3.4793285665077764,0.002411774515632579,0.005991663579045616,3.476550516581251,3.4808863672647843,3.480548815677294,3.4808526121060352,3,3.3681,0.5554877940828221,1.3800195510969915,3.00305,4.007375,3.093875,3.9160249999999994,3,3.55531505e-05,0.0,0.0,3.55531505e-05,3.55531505e-05,3.55531505e-05,3.55531505e-05,3,41.32055555555556,0.18143206054221236,0.4507386002197826,41.211666666666666,41.53,41.22,41.498999999999995,3,27622.955,0.0,0.0,27622.955,27622.955,27622.955,27622.955,3,28543.0,0.0,0.0,28543.0,28543.0,28543.0,28543.0,3,86.25365904612238,2.9796742332918362,7.402518546122329,83.43944099378882,89.375,85.94653614457832,89.03215361445783,3,202.53802342817534,2.564106121454463,6.370106807724114,199.85542168674698,204.96439393939394,202.79425465838509,204.74738001129305,3,7.9711363,0.03929030665963446,0.09761041005125594,7.9420804,8.015839475,7.955489025,8.009804429999999,3,15.536824354961295,0.0,0.0,15.536824354961295,15.536824354961295,15.536824354961295,15.536824354961297
qwen8b_pp2_vpp2_fsdp,baseline,qwen3-8b,8B PP2+VPP2+FSDP,formal_public_fineweb_edu_v1,0,4,0,4,False,True,"fig2,fig3","available_dense_baseline,vpp_comparison",,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,4,1.9447554347826086,1.4935591037097986,2.3762525340022895,0.0,3.635,2.0720108695652173,3.415836956521739,4,35.41661835748792,17.750377260099423,28.24085022081818,9.527777777777779,49.82336956521739,41.157663043478266,48.654364130434786,0,,,,,,,,0,,,,,,,
qwen8b_pp4_fsdp,baseline,qwen3-8b,8B PP4+FSDP,formal_public_fineweb_edu_v1,3,4,3,1,True,True,"fig2,fig3","available_dense_baseline,pp_comparison",,,3,1415.7616666666665,0.7597875251235169,1.887569178871494,1414.9575,1416.4675,1415.86,1416.40675,3,5786.307721781093,3.1076822195834697,7.720533677437116,5783.424638735374,5789.599550549634,5785.898976058271,5789.229493100498,3,2.8253455672759245,0.001517422958780991,0.0037697918346860917,2.823937811882507,2.8269529055418134,2.8251459844034525,2.8267722134279776,3,3.16415,0.5281741136926346,1.312163131293727,2.7478,3.758275,2.986375,3.681085,3,3.55531505e-05,0.0,0.0,3.55531505e-05,3.55531505e-05,3.55531505e-05,3.55531505e-05,3,33.22944444444445,0.01669442133479595,0.041474588787875556,33.21666666666667,33.248333333333335,33.223333333333336,33.24583333333334,3,23507.6125,0.0,0.0,23507.6125,23507.6125,23507.6125,23507.6125,3,25546.0,0.0,0.0,25546.0,25546.0,25546.0,25546.0,3,75.78243758752234,6.129513731490254,15.227785161581478,72.08898305084746,82.85790598290598,72.40042372881356,81.81215775749673,3,166.22352600318703,7.063761110215636,17.548771620574517,161.99576271186442,174.37820512820514,162.29661016949152,173.17004563233377,3,8.07731965,0.08839573399493052,0.21960489941635863,8.0251444,8.1793817,8.02743285,8.164186815,3,25.204856511906502,0.0,0.0,25.204856511906502,25.204856511906502,25.204856511906502,25.2048565119065
